순위,업소명,주소,분류,현지인 검색 수
206,부암갈비,인천 남동구 용천로 149-0,한식,2536
207,고래해물칼국수,인천 중구 은하수로 43-0,한식,2528
208,청수옥구월점,인천 남동구 매소홀로 778-0,한식,2518
209,빨간거짱구네업무단지점,인천 중구 공항로424번길 72-0,전문음식,2516
210,신복관송도본점,인천 연수구 인천타워대로132번길 9-0,한식,2512
211,또와돌솥밥순대국3호점,인천 중구 화랑목로 40-18,한식,2506
212,고목정쌈밥,인천 중구 용유서로172번길 10-0,한식,2505
213,곤드레밥집,인천 남동구 인주대로626번길 6-0,한식,2504
213,대흥식당,인천 중구 백운로186번길 185-0,한식,2504
215,금문도[중식],인천 강화군 중앙로 43-0,외국식,2502
215,얼레꼴레만두,인천 미추홀구 한나루로 420-0,한식,2502
217,맘모스회센터,인천 중구 연안부두로33번길 17-0,전문음식,2488
218,공원장[중식],인천 미추홀구 인주대로211번길 49-26,외국식,2486
219,장풍송도장어인천송도본점,인천 연수구 테크노파크로111번길 10-0,전문음식,2476
220,우리동네소금빵,인천 연수구 청량로86번길 9-0,간이음식,2455
221,착한낙지인천주안점,인천 미추홀구 미추홀대로 650-0,전문음식,2449
222,촌장골,인천 서구 서곶로 850-0,한식,2444
222,누룩골삼산점,인천 부평구 장제로 348-0,한식,2444
224,라노비아카페,인천 남동구 남동대로 465-0,카페/찻집,2439
225,덕수가든,인천 서구 고산후로 198-0,한식,2437
226,경복궁불고기송도점,인천 연수구 청량로79번길 21-0,한식,2432
227,채선당플러스송도글로벌점,인천 연수구 송도문화로28번길 28-0,전문음식,2417
228,채움편백찜샤브샤브,인천 서구 크리스탈로 78-0,전문음식,2410
229,곤트란쉐리에송도점,인천 연수구 해돋이로 161-0,간이음식,2403
230,우만당,인천 연수구 아트센터대로 222-0,전문음식,2392
231,오이삼계탕송도직영점,인천 연수구 벤처로 10-0,한식,2387
232,조은전골칼국수,인천 중구 운중로 84-0,한식,2386
233,황성얼큰오징어찌개,인천 미추홀구 아암대로107번길 13-0,한식,2369
234,송도양평해장국,인천 연수구 청량로 68-0,한식,2367
235,구이가청라점,인천 서구 크리스탈로 78-0,한식,2366
236,초심본점,인천 남동구 하촌로 63-0,한식,2360
237,택이네조개전골가정점,인천 서구 염곡로498번안길 11-10,전문음식,2355
238,은옥돈카츠,인천 서구 청라커낼로329번길 19-3,전문음식,2345
239,중청루[중식],인천 연수구 인천타워대로 257-0,외국식,2336
239,계양칼국수,인천 계양구 살라리로2번길 15-0,한식,2336
241,송도갈매기주안점,인천 미추홀구 구월로 23-0,한식,2333
242,청정칼국수,인천 서구 푸른로14번길 12-0,한식,2326
243,삼대청국장청라본점,인천 서구 청라에메랄드로41번길 24-0,한식,2324
244,명품관갈비,인천 중구 신도시남로141번길 13-5,한식,2312
245,화로구이구월점,인천 남동구 인주대로 520-0,한식,2308
