순위,업소명,주소,분류,현지인 검색 수
388,이촌농장,대전 대덕구 대청로424번길 440-0,한식,251
389,큰집추어탕,대전 대덕구 계족로 728-0,한식,249
390,안골식당,대전 대덕구 대청로570번길 77-0,한식,244
391,예산소복갈비,대전 대덕구 송촌남로 43-0,한식,239
392,계림가든,대전 대덕구 신탄진로36번길 127-0,한식,236
393,장수촌,대전 대덕구 신탄진로 512-0,한식,235
394,임단아갈비탕&찜본점,대전 대덕구 신탄진동로 13-0,한식,230
395,코다리밥상송촌점,대전 대덕구 송촌북로36번길 24-0,한식,227
396,다원정,대전 대덕구 신탄진동로24번길 10-0,한식,226
397,왕실전골칼국수,대전 대덕구 계족산로36번길 67-0,한식,223
398,춘복여관경양식,대전 대덕구 신탄진동로7번안길 12-0,전문음식,219
399,카페아마떼대청호점,대전 대덕구 대청로424번길 554-0,카페/찻집,216
400,이종구항아리짬뽕오정점 [중식],대전 대덕구 한밭대로1006번길 11-0,외국식,210
401,기막고,대전 대덕구 신탄진동로 43-0,한식,205
402,계족산풍천가,대전 대덕구 신탄진로36번길 210-0,한식,202
403,홍콩삼겹살,대전 대덕구 계족산로81번길 11-0,한식,198
404,생태와 생갈치,대전 대덕구 대전천북로 222-0,한식,196
405,제주은희네해장국신탄진점,대전 대덕구 신탄진로 490-0,한식,194
405,카오삐약,대전 대덕구 비래골길 47-16,외국식,194
